# file...... temperature.csv
# date...... Wed Dec 01 07:49:57 2010
# user...... D3P313
# host...... (null)
# target.... house 67
# trigger... (none)
# interval.. 60
# limit..... 100000
# timestamp,outdoor_temperature
2000-01-01 08:11:00 PST,+31.483
2000-01-01 08:12:00 PST,+31.534
2000-01-01 08:13:00 PST,+31.585
2000-01-01 08:14:00 PST,+31.636
2000-01-01 08:15:00 PST,+31.687
2000-01-01 08:16:00 PST,+31.738
2000-01-01 08:17:00 PST,+31.789
2000-01-01 08:18:00 PST,+31.84
2000-01-01 08:19:00 PST,+31.891
2000-01-01 08:20:00 PST,+31.942
2000-01-01 08:21:00 PST,+31.993
2000-01-01 08:22:00 PST,+32.044
2000-01-01 08:23:00 PST,+32.095
2000-01-01 08:24:00 PST,+32.146
2000-01-01 08:25:00 PST,+32.197
2000-01-01 08:26:00 PST,+32.248
2000-01-01 08:27:00 PST,+32.299
2000-01-01 08:28:00 PST,+32.35
2000-01-01 08:29:00 PST,+32.401
2000-01-01 08:30:00 PST,+32.452
2000-01-01 08:31:00 PST,+32.503
2000-01-01 08:32:00 PST,+32.554
2000-01-01 08:33:00 PST,+32.605
2000-01-01 08:34:00 PST,+32.656
2000-01-01 08:35:00 PST,+32.707
2000-01-01 08:36:00 PST,+32.758
2000-01-01 08:37:00 PST,+32.809
2000-01-01 08:38:00 PST,+32.86
2000-01-01 08:39:00 PST,+32.911
2000-01-01 08:40:00 PST,+32.962
2000-01-01 08:41:00 PST,+33.013
2000-01-01 08:42:00 PST,+33.064
2000-01-01 08:43:00 PST,+33.115
2000-01-01 08:44:00 PST,+33.166
2000-01-01 08:45:00 PST,+33.217
2000-01-01 08:46:00 PST,+33.268
2000-01-01 08:47:00 PST,+33.319
2000-01-01 08:48:00 PST,+33.37
2000-01-01 08:49:00 PST,+33.421
2000-01-01 08:50:00 PST,+33.472
2000-01-01 08:51:00 PST,+33.523
2000-01-01 08:52:00 PST,+33.574
2000-01-01 08:53:00 PST,+33.625
2000-01-01 08:54:00 PST,+33.676
2000-01-01 08:55:00 PST,+33.727
2000-01-01 08:56:00 PST,+33.778
2000-01-01 08:57:00 PST,+33.829
2000-01-01 08:58:00 PST,+33.88
2000-01-01 08:59:00 PST,+33.931
2000-01-01 09:00:00 PST,+33.982
2000-01-01 09:01:00 PST,+34.0418
2000-01-01 09:02:00 PST,+34.1014
2000-01-01 09:03:00 PST,+34.1606
2000-01-01 09:04:00 PST,+34.2196
2000-01-01 09:05:00 PST,+34.2782
2000-01-01 09:06:00 PST,+34.3366
2000-01-01 09:07:00 PST,+34.3946
2000-01-01 09:08:00 PST,+34.4524
2000-01-01 09:09:00 PST,+34.5098
2000-01-01 09:10:00 PST,+34.567
2000-01-01 09:11:00 PST,+34.6238
2000-01-01 09:12:00 PST,+34.6804
2000-01-01 09:13:00 PST,+34.7366
2000-01-01 09:14:00 PST,+34.7926
2000-01-01 09:15:00 PST,+34.8482
2000-01-01 09:16:00 PST,+34.9036
2000-01-01 09:17:00 PST,+34.9586
2000-01-01 09:18:00 PST,+35.0134
2000-01-01 09:19:00 PST,+35.0678
2000-01-01 09:20:00 PST,+35.122
2000-01-01 09:21:00 PST,+35.1758
2000-01-01 09:22:00 PST,+35.2294
2000-01-01 09:23:00 PST,+35.2826
2000-01-01 09:24:00 PST,+35.3356
2000-01-01 09:25:00 PST,+35.3882
2000-01-01 09:26:00 PST,+35.4406
2000-01-01 09:27:00 PST,+35.4926
2000-01-01 09:28:00 PST,+35.5444
2000-01-01 09:29:00 PST,+35.5958
2000-01-01 09:30:00 PST,+35.647
2000-01-01 09:31:00 PST,+35.6978
2000-01-01 09:32:00 PST,+35.7484
2000-01-01 09:33:00 PST,+35.7986
2000-01-01 09:34:00 PST,+35.8486
2000-01-01 09:35:00 PST,+35.8982
2000-01-01 09:36:00 PST,+35.9476
2000-01-01 09:37:00 PST,+35.9966
2000-01-01 09:38:00 PST,+36.0454
2000-01-01 09:39:00 PST,+36.0938
2000-01-01 09:40:00 PST,+36.142
2000-01-01 09:41:00 PST,+36.1898
2000-01-01 09:42:00 PST,+36.2374
2000-01-01 09:43:00 PST,+36.2846
2000-01-01 09:44:00 PST,+36.3316
2000-01-01 09:45:00 PST,+36.3782
2000-01-01 09:46:00 PST,+36.4246
2000-01-01 09:47:00 PST,+36.4706
2000-01-01 09:48:00 PST,+36.5164
2000-01-01 09:49:00 PST,+36.5618
2000-01-01 09:50:00 PST,+36.607
2000-01-01 09:51:00 PST,+36.6518
2000-01-01 09:52:00 PST,+36.6964
2000-01-01 09:53:00 PST,+36.7406
2000-01-01 09:54:00 PST,+36.7846
2000-01-01 09:55:00 PST,+36.8282
2000-01-01 09:56:00 PST,+36.8716
2000-01-01 09:57:00 PST,+36.9146
2000-01-01 09:58:00 PST,+36.9574
2000-01-01 09:59:00 PST,+36.9998
2000-01-01 10:00:00 PST,+37.042
2000-01-01 10:01:00 PST,+37.075
2000-01-01 10:02:00 PST,+37.108
2000-01-01 10:03:00 PST,+37.141
2000-01-01 10:04:00 PST,+37.174
2000-01-01 10:05:00 PST,+37.207
2000-01-01 10:06:00 PST,+37.24
2000-01-01 10:07:00 PST,+37.273
2000-01-01 10:08:00 PST,+37.306
2000-01-01 10:09:00 PST,+37.339
2000-01-01 10:10:00 PST,+37.372
2000-01-01 10:11:00 PST,+37.405
2000-01-01 10:12:00 PST,+37.438
2000-01-01 10:13:00 PST,+37.471
2000-01-01 10:14:00 PST,+37.504
2000-01-01 10:15:00 PST,+37.537
2000-01-01 10:16:00 PST,+37.57
2000-01-01 10:17:00 PST,+37.603
2000-01-01 10:18:00 PST,+37.636
2000-01-01 10:19:00 PST,+37.669
2000-01-01 10:20:00 PST,+37.702
