# file...... voltage_data.csv
# date...... Fri Jun 24 10:44:12 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,substation_reg:tap_A, substation_meter:measured_voltage_A, feeder_meter:measured_voltage_A, branch_1_meter_1:measured_voltage_A, branch_1_meter_2:measured_voltage_A, branch_1_meter_3:measured_voltage_A, b1m1_house_meter:voltage_1, b1m2_house_meter:voltage_1, b1m3_house_meter:voltage_1
2009-08-08 04:30:00 PDT,0,+7216-0.000108106d,+7216-0.000108216d,+7201.79-0.159652d,+7196.57-0.216548d,+7182.9-0.342328d,+124.019-0.192725d,+123.94-0.238566d,+123.682-0.401115d
2009-08-08 11:55:15 PDT,-1,+7215.99-0.000333999d,+7171.17-0.000333938d,+7121.38-0.362178d,+7098.23-0.519255d,+7033.08-0.919995d,+122.638-0.398946d,+122.247-0.554321d,+120.978-1.11885d
2009-08-08 11:55:20 PDT,-1,+7215.99-0.000334d,+7171.17-0.000333938d,+7121.38-0.362179d,+7098.23-0.519256d,+7033.08-0.919996d,+122.638-0.398948d,+122.247-0.554322d,+120.978-1.11885d
2009-08-08 11:55:25 PDT,-1,+7215.99-0.000334001d,+7171.17-0.000333939d,+7121.38-0.36218d,+7098.23-0.519257d,+7033.08-0.919997d,+122.638-0.39895d,+122.247-0.554323d,+120.978-1.11885d
2009-08-08 11:55:30 PDT,-1,+7215.99-0.000334001d,+7171.17-0.00033394d,+7121.38-0.362181d,+7098.23-0.519258d,+7033.08-0.919998d,+122.638-0.398952d,+122.247-0.554324d,+120.978-1.11886d
2009-08-08 11:55:35 PDT,-1,+7215.99-0.000334002d,+7171.17-0.00033394d,+7121.37-0.362182d,+7098.23-0.519259d,+7033.08-0.919999d,+122.638-0.398954d,+122.247-0.554325d,+120.978-1.11886d
2009-08-08 11:55:40 PDT,-1,+7215.99-0.000334003d,+7171.17-0.000333941d,+7121.37-0.362184d,+7098.23-0.51926d,+7033.08-0.92d,+122.638-0.398956d,+122.247-0.554327d,+120.978-1.11886d
2009-08-08 11:55:45 PDT,-1,+7215.99-0.000334004d,+7171.17-0.000333942d,+7121.37-0.362185d,+7098.23-0.519262d,+7033.08-0.920002d,+122.638-0.398957d,+122.247-0.554328d,+120.978-1.11886d
2009-08-08 11:55:50 PDT,-1,+7215.99-0.000334004d,+7171.17-0.000333942d,+7121.37-0.362186d,+7098.23-0.519263d,+7033.08-0.920003d,+122.638-0.398959d,+122.247-0.554329d,+120.978-1.11886d
2009-08-08 11:55:55 PDT,-1,+7215.99-0.000334005d,+7171.17-0.000333943d,+7121.37-0.362187d,+7098.22-0.519264d,+7033.08-0.920004d,+122.638-0.398961d,+122.247-0.55433d,+120.978-1.11886d
2009-08-08 11:56:00 PDT,-1,+7215.99-0.000334015d,+7171.17-0.000333953d,+7121.37-0.362187d,+7098.22-0.519271d,+7033.07-0.920031d,+122.638-0.398954d,+122.247-0.554337d,+120.978-1.1189d
2009-08-08 11:56:05 PDT,-1,+7215.99-0.000334017d,+7171.17-0.000333955d,+7121.37-0.36219d,+7098.22-0.519274d,+7033.07-0.920034d,+122.638-0.398958d,+122.247-0.55434d,+120.978-1.1189d
2009-08-08 11:56:10 PDT,-1,+7215.99-0.000334017d,+7171.17-0.000333955d,+7121.37-0.362191d,+7098.22-0.519275d,+7033.07-0.920035d,+122.638-0.39896d,+122.247-0.554341d,+120.978-1.1189d
2009-08-08 11:56:15 PDT,-1,+7215.99-0.000334018d,+7171.17-0.000333956d,+7121.37-0.362193d,+7098.22-0.519276d,+7033.07-0.920036d,+122.638-0.398962d,+122.247-0.554342d,+120.978-1.1189d
2009-08-08 11:56:20 PDT,-1,+7215.99-0.000334019d,+7171.17-0.000333957d,+7121.37-0.362194d,+7098.22-0.519277d,+7033.07-0.920038d,+122.638-0.398964d,+122.247-0.554343d,+120.978-1.11891d
2009-08-08 11:56:25 PDT,-1,+7215.99-0.000334019d,+7171.17-0.000333957d,+7121.37-0.362195d,+7098.22-0.519278d,+7033.07-0.920039d,+122.638-0.398966d,+122.247-0.554345d,+120.978-1.11891d
2009-08-08 11:56:30 PDT,-1,+7215.99-0.000354456d,+7171.17-0.000354284d,+7113.38-0.374886d,+7090.22-0.532178d,+7025.04-0.933478d,+122.438-0.432661d,+122.109-0.567293d,+120.839-1.13263d
2009-08-08 11:56:35 PDT,-1,+7215.99-0.000354456d,+7171.17-0.000354284d,+7113.38-0.374887d,+7090.22-0.532179d,+7025.04-0.933479d,+122.438-0.432662d,+122.109-0.567294d,+120.839-1.13263d
2009-08-08 11:56:40 PDT,-1,+7215.99-0.000354456d,+7171.17-0.000354284d,+7113.38-0.374887d,+7090.22-0.532179d,+7025.04-0.933479d,+122.438-0.432662d,+122.109-0.567294d,+120.839-1.13263d
2009-08-08 11:56:45 PDT,-1,+7215.99-0.000354456d,+7171.17-0.000354284d,+7113.38-0.374887d,+7090.22-0.532179d,+7025.04-0.933479d,+122.438-0.432662d,+122.109-0.567294d,+120.839-1.13263d
2009-08-08 11:56:50 PDT,-1,+7215.99-0.000354456d,+7171.17-0.000354284d,+7113.38-0.374887d,+7090.22-0.532179d,+7025.04-0.933479d,+122.438-0.432662d,+122.109-0.567294d,+120.839-1.13263d
2009-08-08 11:56:55 PDT,-1,+7215.98-0.000447644d,+7171.16-0.000447255d,+7086.4-0.490631d,+7049.84-0.70766d,+6944.72-1.29456d,+121.973-0.548652d,+121.413-0.743024d,+119.351-1.59575d
2009-08-08 11:57:00 PDT,-1,+7215.98-0.000447669d,+7171.16-0.000447281d,+7086.4-0.490651d,+7049.83-0.707692d,+6944.71-1.29463d,+121.973-0.54867d,+121.413-0.743056d,+119.351-1.59585d
2009-08-08 11:57:05 PDT,-1,+7215.98-0.000447671d,+7171.16-0.000447282d,+7086.4-0.490654d,+7049.83-0.707695d,+6944.71-1.29463d,+121.973-0.548675d,+121.413-0.743059d,+119.351-1.59585d
2009-08-08 11:57:10 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701986d,+6990.18-1.28397d,+122.749-0.544212d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:15 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:20 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:25 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:30 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:35 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:40 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:45 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:50 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:57:55 PDT,0,+7215.98-0.00044898d,+7215.98-0.000448596d,+7131.46-0.486715d,+7095-0.701985d,+6990.18-1.28397d,+122.749-0.544211d,+122.191-0.737071d,+120.135-1.58252d
2009-08-08 11:58:00 PDT,0,+7215.98-0.000449005d,+7215.98-0.000448621d,+7131.46-0.486733d,+7094.99-0.702016d,+6990.16-1.28404d,+122.749-0.544226d,+122.191-0.737101d,+120.134-1.58261d
2009-08-08 11:58:05 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:10 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:15 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:20 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:25 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:30 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:35 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:40 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:45 PDT,0,+7215.98-0.00052589d,+7215.98-0.000525506d,+7131.45-0.486814d,+7094.99-0.702097d,+6990.15-1.28412d,+122.749-0.54431d,+122.191-0.737183d,+120.134-1.58269d
2009-08-08 11:58:50 PDT,0,+7215.96-0.000873364d,+7215.96-0.000872192d,+7031.96-0.921892d,+6946.27-1.36764d,+6840.41-1.96634d,+121.035-0.980298d,+119.129-1.77441d,+117.552-2.2739d
2009-08-08 11:58:55 PDT,0,+7215.96-0.000873364d,+7215.96-0.000872192d,+7031.96-0.921894d,+6946.27-1.36764d,+6840.41-1.96634d,+121.035-0.9803d,+119.129-1.77441d,+117.552-2.2739d
2009-08-08 11:59:00 PDT,0,+7215.96-0.000769564d,+7215.96-0.00076865d,+7062.38-0.795056d,+6991.71-1.17249d,+6929.97-1.56315d,+121.559-0.853178d,+119.914-1.57514d,+119.211-1.75633d
2009-08-08 11:59:05 PDT,1,+7215.96-0.000771589d,+7261.35-0.000770686d,+7108.27-0.788227d,+7037.84-1.1622d,+6976.23-1.54982d,+122.35-0.845933d,+120.71-1.56071d,+120.008-1.74143d
2009-08-08 11:59:10 PDT,1,+7215.96-0.00077159d,+7261.35-0.000770686d,+7108.27-0.788228d,+7037.84-1.1622d,+6976.23-1.54982d,+122.35-0.845935d,+120.71-1.56071d,+120.008-1.74143d
2009-08-08 11:59:15 PDT,1,+7215.96-0.000771591d,+7261.35-0.000770687d,+7108.27-0.788229d,+7037.84-1.1622d,+6976.23-1.54982d,+122.35-0.845937d,+120.71-1.56071d,+120.008-1.74143d
2009-08-08 11:59:20 PDT,2,+7215.96-0.000773507d,+7307.3-0.000772614d,+7154.76-0.781203d,+7084.57-1.15173d,+7023.09-1.53634d,+123.151-0.838343d,+121.517-1.54613d,+120.816-1.72639d
2009-08-08 11:59:25 PDT,2,+7215.96-0.000773506d,+7307.3-0.000772613d,+7154.76-0.781202d,+7084.57-1.15173d,+7023.09-1.53634d,+123.151-0.838342d,+121.517-1.54613d,+120.816-1.72638d
2009-08-08 11:59:30 PDT,2,+7215.96-0.000773506d,+7307.3-0.000772613d,+7154.76-0.781202d,+7084.57-1.15173d,+7023.09-1.53634d,+123.151-0.838342d,+121.517-1.54613d,+120.816-1.72638d
2009-08-08 11:59:35 PDT,3,+7215.96-0.000775319d,+7353.85-0.000774437d,+7201.86-0.773995d,+7131.91-1.1411d,+7070.56-1.52272d,+123.962-0.830427d,+122.334-1.53142d,+121.633-1.71121d
2009-08-08 11:59:40 PDT,3,+7215.97-0.000754568d,+7353.85-0.000753795d,+7209.85-0.761639d,+7139.94-1.12817d,+7078.61-1.50929d,+124.162-0.797591d,+122.473-1.5178d,+121.772-1.69752d
2009-08-08 11:59:45 PDT,3,+7215.97-0.000754569d,+7353.85-0.000753796d,+7209.85-0.76164d,+7139.94-1.12817d,+7078.61-1.50929d,+124.162-0.797593d,+122.473-1.51781d,+121.772-1.69752d
2009-08-08 11:59:50 PDT,3,+7215.97-0.00075457d,+7353.85-0.000753797d,+7209.85-0.761641d,+7139.94-1.12817d,+7078.61-1.50929d,+124.162-0.797595d,+122.473-1.51781d,+121.772-1.69752d
2009-08-08 11:59:55 PDT,3,+7215.97-0.00075457d,+7353.85-0.000753798d,+7209.85-0.761643d,+7139.94-1.12817d,+7078.61-1.50929d,+124.162-0.797597d,+122.473-1.51781d,+121.772-1.69752d
2009-08-08 12:00:00 PDT,3,+7215.97-0.00075463d,+7353.85-0.000753857d,+7209.83-0.761696d,+7139.92-1.12826d,+7078.58-1.50939d,+124.162-0.797649d,+122.472-1.51793d,+121.772-1.69764d
2009-08-08 12:00:05 PDT,3,+7215.97-0.000754631d,+7353.85-0.000753858d,+7209.83-0.761697d,+7139.92-1.12826d,+7078.58-1.50939d,+124.162-0.797651d,+122.472-1.51793d,+121.772-1.69764d
2009-08-08 12:00:10 PDT,3,+7215.97-0.000754632d,+7353.85-0.000753859d,+7209.83-0.761698d,+7139.92-1.12826d,+7078.58-1.50939d,+124.162-0.797653d,+122.472-1.51793d,+121.772-1.69764d
2009-08-08 12:00:15 PDT,3,+7215.97-0.000754633d,+7353.85-0.00075386d,+7209.83-0.761699d,+7139.92-1.12826d,+7078.58-1.50939d,+124.162-0.797655d,+122.472-1.51793d,+121.772-1.69764d
2009-08-08 12:00:20 PDT,3,+7215.97-0.000754633d,+7353.85-0.00075386d,+7209.83-0.761701d,+7139.92-1.12826d,+7078.58-1.5094d,+124.162-0.797657d,+122.472-1.51793d,+121.772-1.69764d
2009-08-08 12:00:25 PDT,3,+7215.97-0.000754634d,+7353.85-0.000753861d,+7209.83-0.761702d,+7139.92-1.12826d,+7078.58-1.5094d,+124.162-0.797659d,+122.472-1.51794d,+121.772-1.69764d
2009-08-08 12:00:30 PDT,3,+7215.97-0.000754635d,+7353.85-0.000753862d,+7209.83-0.761703d,+7139.92-1.12826d,+7078.58-1.5094d,+124.162-0.797661d,+122.472-1.51794d,+121.772-1.69764d
2009-08-08 12:00:35 PDT,3,+7215.97-0.000754728d,+7353.85-0.000753955d,+7209.81-0.761826d,+7139.88-1.12845d,+7078.55-1.50959d,+124.161-0.797785d,+122.471-1.51827d,+121.771-1.69783d
2009-08-08 12:00:40 PDT,3,+7215.97-0.000754729d,+7353.85-0.000753956d,+7209.81-0.761828d,+7139.88-1.12845d,+7078.55-1.50959d,+124.161-0.797787d,+122.471-1.51827d,+121.771-1.69784d
2009-08-08 12:00:45 PDT,3,+7215.97-0.00075473d,+7353.85-0.000753957d,+7209.81-0.761829d,+7139.88-1.12845d,+7078.55-1.50959d,+124.161-0.797789d,+122.471-1.51827d,+121.771-1.69784d
2009-08-08 12:00:50 PDT,3,+7215.99-0.00040638d,+7353.87-0.000406342d,+7306.94-0.341066d,+7285.18-0.488246d,+7224.21-0.860588d,+125.834-0.376435d,+125.466-0.522348d,+124.281-1.04428d
2009-08-08 12:00:55 PDT,3,+7215.99-0.000406381d,+7353.87-0.000406342d,+7306.94-0.341067d,+7285.18-0.488247d,+7224.21-0.86059d,+125.834-0.376437d,+125.466-0.522349d,+124.281-1.04428d
2009-08-08 12:01:00 PDT,3,+7215.99-0.000336759d,+7353.87-0.00033672d,+7306.94-0.340958d,+7285.18-0.488149d,+7224.21-0.860523d,+125.834-0.37629d,+125.466-0.522251d,+124.281-1.04423d
2009-08-08 12:01:05 PDT,2,+7215.99-0.000335652d,+7307.33-0.000335612d,+7260.32-0.343439d,+7238.52-0.491711d,+7177.43-0.866852d,+125.031-0.379054d,+124.663-0.52608d,+123.475-1.05199d
2009-08-08 12:01:10 PDT,2,+7215.99-0.000335653d,+7307.33-0.000335613d,+7260.32-0.34344d,+7238.52-0.491713d,+7177.43-0.866854d,+125.031-0.379056d,+124.663-0.526082d,+123.475-1.052d
2009-08-08 12:01:15 PDT,2,+7215.99-0.000335654d,+7307.33-0.000335614d,+7260.32-0.343441d,+7238.52-0.491714d,+7177.43-0.866855d,+125.031-0.379058d,+124.663-0.526083d,+123.475-1.052d
2009-08-08 12:01:20 PDT,1,+7215.99-0.000334577d,+7261.37-0.000334537d,+7214.28-0.345953d,+7192.44-0.495315d,+7131.23-0.873242d,+124.238-0.381865d,+123.869-0.529953d,+122.679-1.05983d
2009-08-08 12:01:25 PDT,1,+7215.99-0.000334578d,+7261.37-0.000334537d,+7214.28-0.345954d,+7192.44-0.495316d,+7131.23-0.873243d,+124.238-0.381867d,+123.869-0.529955d,+122.679-1.05983d
2009-08-08 12:01:30 PDT,1,+7215.99-0.000334579d,+7261.37-0.000334538d,+7214.28-0.345955d,+7192.44-0.495317d,+7131.23-0.873244d,+124.238-0.381869d,+123.869-0.529956d,+122.679-1.05983d
2009-08-08 12:01:35 PDT,0,+7215.99-0.000333634d,+7215.99-0.000333593d,+7168.78-0.348667d,+7146.9-0.499125d,+7085.58-0.879858d,+123.455-0.384992d,+123.085-0.534035d,+121.892-1.0679d
2009-08-08 12:01:40 PDT,0,+7215.99-0.000333635d,+7215.99-0.000333593d,+7168.78-0.348668d,+7146.9-0.499127d,+7085.58-0.879859d,+123.455-0.384995d,+123.085-0.534037d,+121.892-1.0679d
2009-08-08 12:01:45 PDT,0,+7215.99-0.000333636d,+7215.99-0.000333594d,+7168.78-0.348669d,+7146.9-0.499128d,+7085.58-0.879861d,+123.455-0.384997d,+123.085-0.534038d,+121.892-1.0679d
2009-08-08 12:01:50 PDT,0,+7215.99-0.000354058d,+7215.99-0.000353907d,+7160.83-0.361112d,+7138.94-0.511764d,+7077.6-0.892993d,+123.255-0.418159d,+122.948-0.546722d,+121.755-1.08129d
2009-08-08 12:01:55 PDT,0,+7215.99-0.000354058d,+7215.99-0.000353907d,+7160.83-0.361112d,+7138.94-0.511765d,+7077.6-0.892993d,+123.255-0.418159d,+122.948-0.546722d,+121.755-1.08129d
2009-08-08 12:02:00 PDT,0,+7215.99-0.000354061d,+7215.99-0.000353909d,+7160.83-0.361082d,+7138.94-0.511746d,+7077.59-0.893008d,+123.255-0.418099d,+122.948-0.546703d,+121.755-1.08132d
2009-08-08 12:02:05 PDT,0,+7215.99-0.000354063d,+7215.99-0.000353912d,+7160.83-0.361086d,+7138.94-0.51175d,+7077.59-0.893012d,+123.255-0.418106d,+122.948-0.546708d,+121.755-1.08133d
2009-08-08 12:02:10 PDT,0,+7215.99-0.000354066d,+7215.99-0.000353915d,+7160.83-0.361091d,+7138.94-0.511754d,+7077.59-0.893016d,+123.255-0.418113d,+122.948-0.546712d,+121.755-1.08133d
2009-08-08 12:02:15 PDT,0,+7215.99-0.000277354d,+7215.99-0.000277203d,+7160.83-0.361015d,+7138.95-0.511678d,+7077.59-0.89294d,+123.255-0.418038d,+122.948-0.546636d,+121.755-1.08125d
2009-08-08 12:02:20 PDT,0,+7215.99-0.000277355d,+7215.99-0.000277204d,+7160.83-0.361016d,+7138.94-0.51168d,+7077.59-0.892942d,+123.255-0.41804d,+122.948-0.546637d,+121.755-1.08126d
2009-08-08 12:02:25 PDT,0,+7215.99-0.000277356d,+7215.99-0.000277205d,+7160.83-0.361018d,+7138.94-0.511681d,+7077.59-0.892943d,+123.255-0.418043d,+122.948-0.546639d,+121.755-1.08126d
2009-08-08 12:02:30 PDT,0,+7215.99-0.000277357d,+7215.99-0.000277205d,+7160.83-0.361019d,+7138.94-0.511683d,+7077.59-0.892945d,+123.255-0.418045d,+122.948-0.54664d,+121.755-1.08126d
2009-08-08 12:02:35 PDT,0,+7215.99-0.000277358d,+7215.99-0.000277206d,+7160.83-0.361021d,+7138.94-0.511684d,+7077.59-0.892946d,+123.255-0.418047d,+122.948-0.546642d,+121.755-1.08126d
2009-08-08 12:02:40 PDT,0,+7215.99-0.000277359d,+7215.99-0.000277207d,+7160.83-0.361022d,+7138.94-0.511685d,+7077.59-0.892947d,+123.255-0.418049d,+122.948-0.546643d,+121.755-1.08126d
2009-08-08 12:02:45 PDT,0,+7215.99-0.000277359d,+7215.99-0.000277208d,+7160.83-0.361023d,+7138.94-0.511687d,+7077.59-0.892949d,+123.255-0.418052d,+122.948-0.546644d,+121.755-1.08126d
2009-08-08 12:02:50 PDT,0,+7215.99-0.00027736d,+7215.99-0.000277209d,+7160.83-0.361025d,+7138.94-0.511688d,+7077.59-0.89295d,+123.255-0.418054d,+122.948-0.546646d,+121.755-1.08126d
2009-08-08 12:02:55 PDT,0,+7215.99-0.000277361d,+7215.99-0.00027721d,+7160.83-0.361026d,+7138.94-0.51169d,+7077.59-0.892952d,+123.255-0.418056d,+122.948-0.546647d,+121.755-1.08127d
2009-08-08 12:03:00 PDT,0,+7215.99-0.000277351d,+7215.99-0.0002772d,+7160.83-0.360999d,+7138.94-0.511674d,+7077.58-0.892969d,+123.255-0.418001d,+122.948-0.546631d,+121.754-1.0813d
2009-08-08 12:03:05 PDT,0,+7215.99-0.000277354d,+7215.99-0.000277203d,+7160.83-0.361003d,+7138.94-0.511678d,+7077.58-0.892974d,+123.255-0.418008d,+122.948-0.546636d,+121.754-1.08131d
2009-08-08 12:03:10 PDT,0,+7215.99-0.000277355d,+7215.99-0.000277203d,+7160.83-0.361005d,+7138.94-0.511679d,+7077.58-0.892975d,+123.255-0.41801d,+122.948-0.546637d,+121.754-1.08131d
2009-08-08 12:03:15 PDT,0,+7215.99-0.000277356d,+7215.99-0.000277204d,+7160.83-0.361006d,+7138.94-0.511681d,+7077.58-0.892976d,+123.255-0.418013d,+122.948-0.546638d,+121.754-1.08131d
2009-08-08 12:03:20 PDT,0,+7215.99-0.000277357d,+7215.99-0.000277205d,+7160.83-0.361008d,+7138.94-0.511682d,+7077.58-0.892978d,+123.255-0.418015d,+122.948-0.54664d,+121.754-1.08131d
2009-08-08 12:03:25 PDT,0,+7215.99-0.000277358d,+7215.99-0.000277206d,+7160.83-0.361009d,+7138.94-0.511684d,+7077.58-0.892979d,+123.255-0.418017d,+122.948-0.546641d,+121.754-1.08131d
2009-08-08 12:03:30 PDT,0,+7215.99-0.000277358d,+7215.99-0.000277207d,+7160.83-0.36101d,+7138.94-0.511685d,+7077.58-0.892981d,+123.255-0.41802d,+122.948-0.546643d,+121.754-1.08131d
2009-08-08 12:03:35 PDT,0,+7215.99-0.000277359d,+7215.99-0.000277208d,+7160.83-0.361012d,+7138.94-0.511686d,+7077.58-0.892982d,+123.255-0.418022d,+122.948-0.546644d,+121.754-1.08131d
2009-08-08 12:03:40 PDT,0,+7215.99-0.00027736d,+7215.99-0.000277209d,+7160.83-0.361013d,+7138.94-0.511688d,+7077.58-0.892984d,+123.255-0.418024d,+122.948-0.546646d,+121.754-1.08132d
2009-08-08 12:03:45 PDT,0,+7215.99-0.000277361d,+7215.99-0.000277209d,+7160.83-0.361015d,+7138.94-0.511689d,+7077.58-0.892985d,+123.255-0.418027d,+122.948-0.546647d,+121.754-1.08132d
2009-08-08 12:03:50 PDT,0,+7215.99-0.000277362d,+7215.99-0.00027721d,+7160.83-0.361016d,+7138.94-0.511691d,+7077.58-0.892987d,+123.255-0.418029d,+122.948-0.546648d,+121.754-1.08132d
2009-08-08 12:03:55 PDT,0,+7215.99-0.000379647d,+7215.99-0.000379262d,+7131.44-0.486606d,+7094.94-0.702048d,+6990.04-1.28437d,+122.749-0.54388d,+122.19-0.737273d,+120.132-1.5831d
2009-08-08 12:04:00 PDT,0,+7215.99-0.000379656d,+7215.99-0.000379272d,+7131.43-0.486602d,+7094.93-0.702066d,+6990.02-1.28446d,+122.749-0.543847d,+122.19-0.737292d,+120.132-1.58323d
2009-08-08 12:04:05 PDT,0,+7215.99-0.000379659d,+7215.99-0.000379274d,+7131.43-0.486607d,+7094.93-0.702071d,+6990.02-1.28447d,+122.749-0.543854d,+122.19-0.737296d,+120.132-1.58324d
2009-08-08 12:04:10 PDT,0,+7215.99-0.00037966d,+7215.99-0.000379275d,+7131.43-0.486608d,+7094.93-0.702072d,+6990.02-1.28447d,+122.749-0.543857d,+122.19-0.737298d,+120.132-1.58324d
2009-08-08 12:04:15 PDT,0,+7215.99-0.000379661d,+7215.99-0.000379276d,+7131.43-0.48661d,+7094.93-0.702074d,+6990.02-1.28447d,+122.749-0.543859d,+122.19-0.737299d,+120.132-1.58324d
2009-08-08 12:04:20 PDT,0,+7215.99-0.000380157d,+7215.99-0.000379771d,+7131.29-0.487227d,+7094.72-0.703011d,+6989.59-1.2864d,+122.746-0.544479d,+122.186-0.738238d,+120.124-1.58583d
2009-08-08 12:04:25 PDT,0,+7215.99-0.000380158d,+7215.99-0.000379772d,+7131.29-0.487228d,+7094.72-0.703012d,+6989.59-1.28641d,+122.746-0.544481d,+122.186-0.738239d,+120.124-1.58583d
2009-08-08 12:04:30 PDT,0,+7215.99-0.000380159d,+7215.99-0.000379773d,+7131.29-0.48723d,+7094.71-0.703014d,+6989.59-1.28641d,+122.746-0.544484d,+122.186-0.73824d,+120.124-1.58583d
2009-08-08 12:04:35 PDT,0,+7215.99-0.00038016d,+7215.99-0.000379774d,+7131.29-0.487231d,+7094.71-0.703015d,+6989.59-1.28641d,+122.746-0.544486d,+122.186-0.738242d,+120.124-1.58584d
2009-08-08 12:04:40 PDT,0,+7215.99-0.000380161d,+7215.99-0.000379775d,+7131.29-0.487233d,+7094.71-0.703017d,+6989.59-1.28641d,+122.746-0.544488d,+122.186-0.738243d,+120.124-1.58584d
2009-08-08 12:04:45 PDT,0,+7215.99-0.000380161d,+7215.99-0.000379776d,+7131.29-0.487234d,+7094.71-0.703018d,+6989.59-1.28641d,+122.746-0.544491d,+122.186-0.738245d,+120.124-1.58584d
2009-08-08 12:04:50 PDT,0,+7215.99-0.000380162d,+7215.99-0.000379777d,+7131.29-0.487236d,+7094.71-0.70302d,+6989.59-1.28641d,+122.746-0.544493d,+122.186-0.738246d,+120.124-1.58584d
2009-08-08 12:04:55 PDT,0,+7215.99-0.000380163d,+7215.99-0.000379778d,+7131.29-0.487237d,+7094.71-0.703021d,+6989.59-1.28641d,+122.746-0.544496d,+122.186-0.738248d,+120.124-1.58584d
2009-08-08 12:05:00 PDT,0,+7215.99-0.00035988d,+7215.99-0.000359605d,+7139.24-0.475024d,+7102.68-0.69052d,+6997.59-1.27312d,+122.946-0.511607d,+122.323-0.725699d,+120.261-1.57212d
2009-08-08 12:05:05 PDT,0,+7215.99-0.000359895d,+7215.99-0.00035962d,+7139.23-0.475051d,+7102.67-0.690547d,+6997.59-1.27315d,+122.946-0.511649d,+122.323-0.725725d,+120.261-1.57215d
