# file...... voltage_data.csv
# date...... Fri Jun 24 10:44:12 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,substation_reg:tap_A, substation_meter:measured_voltage_A, feeder_meter:measured_voltage_A, branch_1_meter_1:measured_voltage_A, branch_1_meter_2:measured_voltage_A, branch_1_meter_3:measured_voltage_A, b1m1_house_meter:voltage_1, b1m2_house_meter:voltage_1, b1m3_house_meter:voltage_1
2009-08-08 04:30:00 PDT,0,+7216-0.000108106d,+7216-0.000108216d,+7201.79-0.159652d,+7196.57-0.216548d,+7182.9-0.342328d,+124.019-0.192725d,+123.94-0.238566d,+123.682-0.401115d
2009-08-08 22:32:20 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:25 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:30 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:35 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:40 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:45 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:50 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:32:55 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:00 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:05 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:10 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:15 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:20 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:25 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:30 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:35 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:40 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:45 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:50 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:33:55 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:34:00 PDT,-1,+7216-0.000186375d,+7171.18-0.000186613d,+7148.91-0.281449d,+7139.51-0.391214d,+7115.27-0.630601d,+123.114-0.326964d,+122.96-0.434223d,+122.508-0.738589d
2009-08-08 22:34:05 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:34:10 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:34:15 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:34:20 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:34:25 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:34:30 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:34:35 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:34:40 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:34:45 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:34:50 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:34:55 PDT,-1,+7216-0.000242727d,+7171.18-0.000242965d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:00 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:05 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:10 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:15 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:20 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:25 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:30 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:35 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:40 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:45 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:50 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:35:55 PDT,-1,+7216-0.000242717d,+7171.18-0.000242955d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:00 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:05 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:10 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:15 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:20 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:25 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:30 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:35 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:40 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:45 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:50 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:36:55 PDT,-1,+7216-0.000242708d,+7171.18-0.000242945d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:00 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:05 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:10 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:15 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:20 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:25 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:30 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:35 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:40 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:45 PDT,-1,+7216-0.000242698d,+7171.18-0.000242936d,+7148.91-0.281505d,+7139.51-0.391271d,+7115.26-0.630657d,+123.114-0.32702d,+122.96-0.434279d,+122.508-0.738645d
2009-08-08 22:37:50 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:37:55 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:00 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:05 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:10 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:15 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:20 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:25 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:30 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:35 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:40 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:45 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:50 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:38:55 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:00 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:05 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:10 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:15 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:20 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:25 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:30 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:39:35 PDT,-1,+7216-0.00019889d,+7171.18-0.000199031d,+7142.13-0.290926d,+7132.74-0.400785d,+7108.5-0.640345d,+122.943-0.353796d,+122.843-0.443845d,+122.391-0.74841d
2009-08-08 22:39:40 PDT,-1,+7216-0.00019889d,+7171.18-0.000199031d,+7142.13-0.290926d,+7132.74-0.400784d,+7108.5-0.640345d,+122.943-0.353796d,+122.843-0.443845d,+122.391-0.74841d
2009-08-08 22:39:45 PDT,-1,+7216-0.00019889d,+7171.18-0.000199031d,+7142.13-0.290926d,+7132.74-0.400784d,+7108.5-0.640345d,+122.943-0.353796d,+122.843-0.443845d,+122.391-0.74841d
2009-08-08 22:39:50 PDT,-1,+7216-0.00019889d,+7171.18-0.000199031d,+7142.13-0.290926d,+7132.74-0.400784d,+7108.5-0.640345d,+122.943-0.353796d,+122.843-0.443845d,+122.391-0.74841d
2009-08-08 22:39:55 PDT,-1,+7216-0.00019889d,+7171.18-0.000199031d,+7142.13-0.290926d,+7132.74-0.400784d,+7108.5-0.640345d,+122.943-0.353796d,+122.843-0.443845d,+122.391-0.74841d
2009-08-08 22:40:00 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:05 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:10 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:15 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:20 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:25 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:30 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:35 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:40 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:45 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:50 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:40:55 PDT,-1,+7216-0.000198882d,+7171.18-0.000199024d,+7142.13-0.290916d,+7132.74-0.400775d,+7108.5-0.640335d,+122.943-0.353778d,+122.843-0.443835d,+122.391-0.7484d
2009-08-08 22:41:00 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640325d,+122.943-0.35376d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:05 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:10 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:15 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:20 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:25 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:30 PDT,-1,+7216-0.000198875d,+7171.18-0.000199016d,+7142.14-0.290906d,+7132.74-0.400765d,+7108.5-0.640326d,+122.943-0.353761d,+122.843-0.443825d,+122.391-0.74839d
2009-08-08 22:41:35 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:41:40 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:41:45 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:41:50 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:41:55 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:42:00 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:42:05 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:42:10 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
2009-08-08 22:42:15 PDT,-1,+7216-0.000181956d,+7171.18-0.000182194d,+7148.91-0.281444d,+7139.51-0.39121d,+7115.27-0.630596d,+123.114-0.326959d,+122.96-0.434218d,+122.508-0.738584d
