# file...... underground_line_losses.csv
# date...... Tue May 24 13:16:15 2016
# user...... hard312
# host...... (null)
# group..... class=underground_line
# trigger... (none)
# interval.. 60
# limit..... 0
# property.. timestamp,sum(power_losses_A.real), std(power_losses_A.real)
2009-01-01 01:26:00 PST,+6.82424e-24,+4.53301e-24
2009-01-01 01:27:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:28:00 PST,+2.48154e-24,+5.84905e-25
2009-01-01 01:29:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:30:00 PST,+2.06795e-24,+8.77358e-25
2009-01-01 01:31:00 PST,+4.1359e-25,+2.92453e-25
2009-01-01 01:32:00 PST,+1.15288e-23,+5.88561e-24
2009-01-01 01:33:00 PST,+2.68834e-24,+4.38679e-25
2009-01-01 01:34:00 PST,+1.03398e-25,+7.31131e-26
2009-01-01 01:35:00 PST,+0,+0
2009-01-01 01:36:00 PST,+8.16841e-24,+3.58254e-24
2009-01-01 01:37:00 PST,+2.89513e-24,+2.92453e-25
2009-01-01 01:38:00 PST,+4.1359e-25,+2.92453e-25
2009-01-01 01:39:00 PST,+6.20385e-25,+4.38679e-25
2009-01-01 01:40:00 PST,+6.61744e-24,+4.67924e-24
2009-01-01 01:41:00 PST,+0,+0
2009-01-01 01:42:00 PST,+3.30872e-24,+2.33962e-24
2009-01-01 01:43:00 PST,+1.84823e-24,+7.58549e-25
2009-01-01 01:44:00 PST,+1.03398e-23,+6.72641e-24
2009-01-01 01:45:00 PST,+2.89513e-24,+2.92453e-25
2009-01-01 01:46:00 PST,+2.68834e-24,+4.38679e-25
2009-01-01 01:47:00 PST,+9.30578e-25,+5.11792e-25
2009-01-01 01:48:00 PST,+9.40918e-24,+2.70519e-24
2009-01-01 01:49:00 PST,+3.30872e-24,+2.33962e-24
2009-01-01 01:50:00 PST,+2.06795e-25,+1.46226e-25
2009-01-01 01:51:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:52:00 PST,+3.51552e-24,+2.19339e-24
2009-01-01 01:53:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:54:00 PST,+6.20385e-25,+1.46226e-25
2009-01-01 01:55:00 PST,+4.1359e-24,+5.84905e-25
2009-01-01 01:56:00 PST,+3.30872e-24,+0
2009-01-01 01:57:00 PST,+5.94536e-25,+1.64505e-25
2009-01-01 01:58:00 PST,+8.06501e-24,+3.65566e-24
2009-01-01 01:59:00 PST,+4.1359e-24,+5.84905e-25
