# file...... branch_2_meters.csv
# date...... Tue May 24 13:16:15 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_voltage_A, branch_2_meter_1:measured_current_A, branch_2_meter_1:measured_power_A, branch_2_meter_2:measured_voltage_A, branch_2_meter_2:measured_current_A, branch_2_meter_2:measured_power_A, branch_2_meter_3:measured_voltage_A, branch_2_meter_3:measured_current_A, branch_2_meter_3:measured_power_A
2009-01-01 00:59:00 PST,+7211.66-0.0250619d,+11.121-0.0548898j,+80201.6+0.25773d,+7196.63-0.104578d,+11.121-0.0548898j,+80034.5+0.178214d,+7191.63-0.389646d,+6.95236-0.047281j,+50000+0d
2009-01-01 01:00:00 PST,+7216-1.70937e-15d,-4.04705e-13-6.47342e-13j,+5.50897e-09+122.013d,+7216+6.95915e-15d,-1.30743e-14+2.4539e-14j,+2.00639e-10-118.048d,+7216+7.2897e-15d,+0+0j,+0+0d
2009-01-01 01:01:00 PST,+7216+2.89142e-15d,-1.5612e-13-1.04066e-12j,+7.59344e-09+98.5319d,+7216+1.41575e-14d,-2.63018e-14+7.53923e-14j,+5.76187e-10-109.232d,+7216+1.46997e-14d,+0+0j,+0+0d
2009-01-01 01:02:00 PST,+7216+1.60767e-15d,-4.63425e-14-1.73643e-13j,+1.29687e-09+104.943d,+7216+2.49452e-15d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216+8.25267e-16d,+0+0j,+0+0d
2009-01-01 01:03:00 PST,+7216-1.44106e-15d,-8.8604e-14-4.23303e-13j,+3.12075e-09+101.822d,+7216+1.82218e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+2.47736e-15d,+0+0j,+0+0d
2009-01-01 01:04:00 PST,+7216-7.21328e-15d,-4.09797e-13-5.97717e-13j,+5.22948e-09+124.435d,+7216+1.64019e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+2.29537e-15d,+0+0j,+0+0d
2009-01-01 01:05:00 PST,+7216+1.45505e-15d,+1.88586e-13-6.89324e-13j,+5.15695e-09+74.6993d,+7216+8.66146e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+9.31664e-15d,+0+0j,+0+0d
2009-01-01 01:06:00 PST,+7216-2.60017e-15d,+7.9747e-15+1.04954e-14j,+9.51172e-11-52.7715d,+7216-2.77748e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216-2.1223e-15d,+0+0j,+0+0d
2009-01-01 01:07:00 PST,+7216-5.59924e-15d,-2.57122e-14+5.74999e-13j,+4.15334e-09-92.5604d,+7216-1.19817e-14d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216-1.36509e-14d,+0+0j,+0+0d
2009-01-01 01:08:00 PST,+7216-4.31648e-15d,+4.13981e-13-1.28626e-12j,+9.75054e-09+72.1593d,+7216+5.41576e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+6.07093e-15d,+0+0j,+0+0d
2009-01-01 01:09:00 PST,+7216-7.0261e-18d,+8.6645e-14-8.08738e-13j,+5.86925e-09+83.8849d,+7216+5.47481e-15d,+4.79904e-14+6.59349e-15j,+3.49552e-10-7.82301d,+7216+3.80555e-15d,+0+0j,+0+0d
2009-01-01 01:10:00 PST,+7216-1.4944e-15d,-1.5895e-13-4.52356e-13j,+3.45985e-09+109.361d,+7216+6.68554e-15d,-1.88361e-14-2.58794e-15j,+1.37198e-10+172.177d,+7216+7.34072e-15d,+0+0j,+0+0d
